Gene symbol,Gene name,Significant temporal comparisons:,logFC: 0 vs 2h,logFC: 0 vs 4h,logFC: 0 vs 6h,logFC: 0 vs 8h,logFC: 2 vs 4h,logFC: 2 vs 6h,logFC: 2 vs 8h,logFC: 4 vs 6h,logFC: 4 vs 8h,logFC: 6 vs 8h
LOC725528,CLK4-associating serine/arginine rich protein,0 vs 8,-0.14,-0.18,-0.16,-0.28,-0.05,-0.02,-0.14,0.03,-0.1,0.1
LOC100577620,uncharacterized LOC100577620,0 vs 8,0.13,0.11,0.32,0.82,-0.02,0.19,0.69,0.21,0.71,-0.23
LOC409332,ubiquitin carboxyl-terminal hydrolase 7,0 vs 8,-0.09,-0.21,-0.13,-0.39,-0.12,-0.04,-0.3,0.08,-0.18,-0.18
LOC100579019,probable salivary secreted peptide,0 vs 8,0.44,0.6,0.35,0.65,0.16,-0.08,0.21,-0.24,0.05,0.28
LOC411255,thioredoxin domain-containing protein,0 vs 8,0.01,-0.04,0.05,0.28,-0.04,0.04,0.27,0.09,0.31,-0.13
LOC552662,non-canonical poly(A) RNA polymerase PAPD5-like,0 vs 8,-0.06,-0.33,-0.3,-0.36,-0.28,-0.25,-0.3,0.03,-0.02,-0
LOC100576879,GATOR complex protein DEPDC5,0 vs 8,-0.24,-0.19,-0.14,-0.39,0.05,0.1,-0.15,0.05,-0.2,-0.17
LOC411355,von Willebrand factor A domain-containing protein 8,0 vs 8,-0.08,-0.21,-0.18,-0.23,-0.13,-0.1,-0.15,0.02,-0.02,0.1
LOC102654867,collagen alpha-2(IV) chain-like,0 vs 8,0.18,0.42,0.4,0.61,0.24,0.22,0.43,-0.02,0.19,-0.24
LOC412763,cardiomyopathy-associated protein 5,0 vs 8,0.14,0.03,0.29,0.43,-0.11,0.14,0.28,0.25,0.39,-0.23
LOC551210,myosin-2 heavy chain,0 vs 8,-0.13,-0.21,-0.25,-0.34,-0.08,-0.12,-0.21,-0.04,-0.13,0.18
LOC413494,protein VAC14 homolog,0 vs 8,-0.08,-0.19,-0.23,-0.51,-0.11,-0.14,-0.43,-0.04,-0.32,-0.06
LOC100578696,uncharacterized LOC100578696,0 vs 8,-0.4,-0.38,-0.3,-0.36,0.02,0.09,0.04,0.08,0.02,-0.35
LOC726002,tyrosine-protein kinase hopscotch,0 vs 8,-0.1,-0.17,-0.15,-0.43,-0.07,-0.05,-0.33,0.02,-0.26,-0.01
LOC411882,ER membrane protein complex subunit 2-B,0 vs 8,-0.28,-0.26,-0.22,-0.31,0.02,0.06,-0.03,0.04,-0.05,0.19
LOC411407,leucine-rich repeat-containing protein 47,0 vs 8,-0.26,-0.33,-0.26,-0.36,-0.07,-0,-0.1,0.07,-0.02,0.14
LOC412655,uncharacterized LOC412655,0 vs 8,-0.14,-0.25,-0.22,-0.35,-0.11,-0.08,-0.21,0.03,-0.1,-0
LOC408431,LIM domain-containing protein jub,0 vs 8,0.19,0.09,0.14,0.21,-0.1,-0.05,0.02,0.05,0.12,-0.1
LOC413169,presenilin-1,0 vs 8,0.1,0.09,0.12,0.21,-0.01,0.03,0.11,0.04,0.12,-0.08
LOC100576472,E3 ubiquitin-protein ligase Su(dx),0 vs 8,-0.11,-0.18,-0.27,-0.47,-0.07,-0.16,-0.36,-0.09,-0.29,0.02
LOC412198,UDP-glucose:glycoprotein glucosyltransferase,0 vs 8,-0.18,-0.12,-0.14,-0.36,0.06,0.05,-0.18,-0.02,-0.25,0.04
LOC724159,histone acetyltransferase KAT6B,0 vs 8,-0.02,-0.07,-0.04,-0.53,-0.05,-0.02,-0.5,0.03,-0.46,-0.31
LOC726482,ubiquitin carboxyl-terminal hydrolase 20,0 vs 8,-0.22,-0.37,-0.3,-0.34,-0.15,-0.08,-0.12,0.07,0.03,-0.16
LOC100578388,uncharacterized LOC100578388,0 vs 8,-0.23,-0.06,-0.16,-0.35,0.17,0.08,-0.12,-0.1,-0.29,-0.01
LOC552818,wolframin,0 vs 8,0.03,-0.08,-0.19,-0.36,-0.12,-0.22,-0.39,-0.1,-0.28,-0.11
LOC551383,protein MAK16 homolog A,0 vs 8,-0.39,-0.31,-0.35,-0.47,0.08,0.04,-0.08,-0.04,-0.16,0.34
LOC411888,uncharacterized LOC411888,0 vs 8,0.6,1.19,1.61,1.66,0.59,1.01,1.06,0.42,0.47,-0.74
LOC102656074,reticulon-1-A,0 vs 8,-0.11,-0.16,-0.1,-0.41,-0.06,0,-0.3,0.06,-0.25,-0.04
LOC413539,insulin-degrading enzyme,0 vs 8,-0.27,-0.3,-0.28,-0.37,-0.03,-0,-0.1,0.03,-0.07,0.06
LOC409395,MATH and LRR domain-containing protein PFE0570w,0 vs 8,-0.11,-0.15,-0.07,-0.35,-0.04,0.05,-0.23,0.09,-0.19,-0.1
LOC727261,protein odr-4 homolog,0 vs 8,-0.22,-0.22,-0.09,-0.28,0,0.13,-0.06,0.13,-0.07,-0.06
LOC408531,PRADC1-like protein,0 vs 8,-0.09,-0.11,-0.15,-0.16,-0.02,-0.07,-0.08,-0.05,-0.06,0.01
LOC408567,"probable medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0 vs 8,0.04,0.06,0.13,0.16,0.02,0.09,0.12,0.07,0.1,-0.06
LOC724240,flap endonuclease GEN,0 vs 8,-0.25,-0.18,-0.21,-0.51,0.07,0.04,-0.26,-0.03,-0.33,0.06
LOC552563,transcription initiation factor TFIID subunit 7,0 vs 8,-0.22,-0.22,-0.26,-0.33,0,-0.04,-0.11,-0.04,-0.11,0.25
LOC726077,putative ATP-dependent RNA helicase DHX30,0 vs 8,-0.32,-0.43,-0.29,-0.45,-0.11,0.03,-0.13,0.14,-0.02,-0.03
LOC726983,geranylgeranyl transferase type-2 subunit alpha,0 vs 8,-0.27,-0.51,-0.3,-0.48,-0.24,-0.04,-0.22,0.21,0.03,0.01
IF-2mt,translation initiation factor 2,0 vs 8,-0.2,-0.34,-0.23,-0.37,-0.14,-0.03,-0.17,0.11,-0.03,0.21
LOC726062,methyltransferase-like 26,0 vs 8,-0.31,-0.34,-0.31,-0.32,-0.02,0.01,-0.01,0.03,0.02,0.22
LOC410204,titin,0 vs 8,0.13,0.23,0.33,0.42,0.09,0.19,0.28,0.1,0.19,-0.33
LOC726073,gamma-tubulin complex component 3,0 vs 8,0.12,0.14,0.17,0.17,0.01,0.05,0.05,0.03,0.04,-0.04
LOC726492,transcription factor MafG,0 vs 8,0.03,0.14,0.16,0.27,0.11,0.13,0.24,0.02,0.13,0.06
LOC552074,probable phospholipid-transporting ATPase IA,0 vs 8,0.13,0.1,0.27,0.3,-0.03,0.14,0.17,0.17,0.2,-0.21
LOC100576932,uncharacterized LOC100576932,0 vs 8,-0.22,-0.27,-0.18,-0.29,-0.05,0.04,-0.07,0.1,-0.02,0.1
LOC408981,activating transcription factor 3,0 vs 8,0.05,0.29,0.27,0.38,0.23,0.22,0.33,-0.01,0.09,-0.31
LOC552077,ER membrane protein complex subunit 1,0 vs 8,-0.07,-0.15,-0.18,-0.19,-0.08,-0.11,-0.12,-0.03,-0.04,0.11
LOC724545,uncharacterized LOC724545,0 vs 8,-0.19,-0.07,-0.03,-0.26,0.12,0.16,-0.08,0.04,-0.19,-0.13
LOC412268,transcription initiation factor IIA subunit 1,0 vs 8,-0.03,-0.05,-0.04,-0.21,-0.02,-0.01,-0.18,0.01,-0.16,0.01
LOC551625,barrier-to-autointegration factor B,0 vs 8,0.03,0.11,0.01,0.27,0.08,-0.02,0.24,-0.11,0.15,0.21
LOC413194,myeloid differentiation primary response protein MyD88-A,0 vs 8,-0.3,-0.19,-0.25,-0.31,0.12,0.05,-0.01,-0.07,-0.13,0.31
LOC725925,prolyl 3-hydroxylase OGFOD1,0 vs 8,0.37,0.29,0.23,0.35,-0.08,-0.14,-0.02,-0.05,0.06,0.27
LOC411661,solute carrier family 12 member 9,0 vs 8,-0.24,-0.32,-0.42,-0.41,-0.08,-0.17,-0.17,-0.09,-0.09,-0.07
LOC100576709,mitogen-activated protein kinase-binding protein 1,0 vs 8,-0.16,-0.12,-0.19,-0.31,0.05,-0.02,-0.15,-0.07,-0.19,-0.13
LOC725130,uncharacterized LOC725130,0 vs 8,-0.23,-0.48,-0.41,-0.42,-0.25,-0.18,-0.19,0.08,0.06,-0.03
LOC411046,serine/threonine-protein phosphatase 2B catalytic subunit 2,0 vs 8,-0.27,-0.3,-0.41,-0.49,-0.03,-0.14,-0.22,-0.11,-0.19,0.05
LOC724790,"39S ribosomal protein L41, mitochondrial",0 vs 8,-0.02,0.15,0.18,0.37,0.17,0.21,0.39,0.03,0.22,0.01
LOC102656765,uncharacterized LOC102656765,0 vs 8,0.24,0.18,0.38,0.46,-0.05,0.14,0.22,0.19,0.28,-0.18
LOC411572,ubiquitin carboxyl-terminal hydrolase 14,0 vs 8,-0.14,-0.21,-0.22,-0.29,-0.06,-0.08,-0.15,-0.02,-0.09,0.09
LOC551205,neutral alpha-glucosidase AB,0 vs 8,-0.09,-0.19,-0.19,-0.36,-0.1,-0.1,-0.26,-0,-0.17,-0.02
LOC724201,uncharacterized LOC724201,0 vs 8,-0.34,-0.32,-0.28,-0.45,0.01,0.05,-0.11,0.04,-0.12,0.12
Cpap3-b,cuticular protein analogous to peritrophins 3-B,0 vs 8,0.09,0.19,0.31,0.7,0.1,0.22,0.61,0.12,0.51,-0.13
Slc35b1,"solute carrier family 35, member B1",0 vs 8,0.09,0.15,0.13,0.21,0.05,0.04,0.12,-0.02,0.07,-0.04
LOC409259,protein abrupt,0 vs 8,-0.05,0.01,-0,-0.28,0.06,0.04,-0.23,-0.01,-0.29,-0.04
LOC551803,homeotic protein spalt-major,0 vs 8,-0.27,-0.15,-0.35,-0.55,0.12,-0.08,-0.28,-0.21,-0.41,0.06
LOC412986,putative fatty acyl-CoA reductase,0 vs 8,0.46,0.07,0.57,1.18,-0.38,0.11,0.72,0.5,1.11,-0.32
LOC552279,sodium-independent sulfate anion transporter,0 vs 8,0.15,0.36,0.35,0.38,0.21,0.2,0.23,-0.02,0.02,-0.39
LOC410205,gastrulation defective protein 1 homolog,0 vs 8,-0.14,-0.12,-0.01,-0.29,0.02,0.13,-0.15,0.11,-0.17,-0.21
LOC414029,ABC transporter A family member 1,0 vs 8,-0.05,-0.12,-0.34,-0.39,-0.07,-0.29,-0.34,-0.22,-0.27,0.1
LOC413579,"endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",0 vs 8,-0.23,-0.21,-0.29,-0.4,0.02,-0.05,-0.17,-0.08,-0.19,0.06
LOC725705,mitochondrial import inner membrane translocase subunit Tim13,0 vs 8,-0.17,-0.3,-0.51,-0.5,-0.13,-0.34,-0.33,-0.21,-0.2,0.48
LOC550998,carbohydrate sulfotransferase 11,0 vs 8,0.26,0.31,0.3,0.33,0.05,0.04,0.07,-0.01,0.02,-0.03
LOC552402,synaptogyrin,0 vs 8,-0.22,-0.26,-0.19,-0.27,-0.04,0.02,-0.05,0.06,-0.01,0.03
LOC412332,mediator of RNA polymerase II transcription subunit 23,0 vs 8,0.01,-0.17,-0.18,-0.35,-0.19,-0.2,-0.36,-0.01,-0.17,0.06
LOC551514,serine protease nudel,0 vs 8,0.3,0.54,0.47,0.55,0.24,0.17,0.25,-0.07,0.02,0.08
LOC552535,adenylate cyclase type 9,0 vs 8,-0.11,-0.23,-0.25,-0.37,-0.12,-0.15,-0.26,-0.03,-0.14,0.05
LOC413880,peroxisomal targeting signal 1 receptor,0 vs 8,-0.22,-0.12,-0.11,-0.25,0.09,0.11,-0.04,0.01,-0.13,0.02
LOC409126,ras-related protein Rab-2,0 vs 8,0.01,0.05,0.13,0.17,0.04,0.12,0.16,0.08,0.12,-0.2
LOC100576829,serine/arginine repetitive matrix protein 2,0 vs 8,0.03,-0.08,-0.09,-0.35,-0.11,-0.13,-0.39,-0.01,-0.27,0.02
LOC411985,histone-lysine N-methyltransferase SETD1,0 vs 8,-0.09,-0.13,-0.15,-0.23,-0.04,-0.06,-0.13,-0.02,-0.1,0.06
LOC552585,uncharacterized LOC552585,0 vs 8,-0.03,-0.39,-0.37,-0.52,-0.37,-0.35,-0.49,0.02,-0.12,0.16
LOC727622,"probable aspartate aminotransferase, cytoplasmic",0 vs 8,-0.19,-0.49,-0.36,-0.48,-0.3,-0.18,-0.29,0.12,0.01,0.06
LOC408415,biogenesis of lysosome-related organelles complex 1 subunit 1,0 vs 8,0.17,0.19,0.22,0.32,0.02,0.05,0.15,0.03,0.13,0.21
LOC409470,zinc finger protein 271,0 vs 8,-0.01,-0.25,-0.2,-0.4,-0.24,-0.19,-0.39,0.05,-0.15,-0.2
LOC552765,zinc finger CCCH domain-containing protein 13,0 vs 8,-0.07,-0.18,-0.13,-0.34,-0.11,-0.06,-0.26,0.05,-0.15,-0.01
LOC408336,exonuclease mut-7 homolog,0 vs 8,-0.22,-0.2,-0.11,-0.25,0.01,0.1,-0.03,0.09,-0.05,0.1
LOC410517,extracellular serine/threonine protein CG31145,0 vs 8,0.17,0.08,0.36,0.46,-0.08,0.2,0.3,0.28,0.38,-0.31
LOC551047,tetratricopeptide repeat protein 1,0 vs 8,0.01,-0.03,-0.14,-0.21,-0.04,-0.16,-0.22,-0.12,-0.18,0.18
Eif4g,eukaryotic translation initiation factor 4 gamma,0 vs 8,-0.16,-0.25,-0.14,-0.33,-0.09,0.02,-0.17,0.11,-0.08,-0.09
LOC726121,golgin subfamily A member 6-like protein 22,0 vs 8,0.3,0.41,0.31,0.38,0.11,0,0.07,-0.11,-0.04,0.22
LOC412701,vacuolar protein sorting-associated protein 13D,0 vs 8,0.02,-0.18,-0.2,-0.44,-0.2,-0.22,-0.46,-0.02,-0.26,-0.08
LOC409313,actin-related protein 2,0 vs 8,-0.06,-0.22,-0.23,-0.33,-0.16,-0.17,-0.27,-0.01,-0.11,0.07
LOC409584,UBX domain-containing protein 6,0 vs 8,-0.17,-0.21,-0.2,-0.38,-0.04,-0.03,-0.21,0.01,-0.17,-0.06
LOC412069,UTP--glucose-1-phosphate uridylyltransferase,0 vs 8,0.13,0.13,0.16,0.21,0,0.03,0.09,0.03,0.08,-0.08
LOC412935,coiled-coil domain-containing protein 47,0 vs 8,0.02,-0.17,-0.13,-0.39,-0.19,-0.15,-0.42,0.04,-0.22,0.09
LOC550996,rRNA-processing protein UTP23 homolog,0 vs 8,-0.26,-0.26,-0.36,-0.45,0.01,-0.1,-0.19,-0.11,-0.19,0.27
LOC100577369,HEAT repeat-containing protein 6,0 vs 8,-0.2,-0.23,-0.26,-0.29,-0.03,-0.06,-0.09,-0.03,-0.06,0.08
LOC413679,cuticular protein analogous to peritrophins 3-E,0 vs 8,-0.26,-0.59,-0.91,-0.99,-0.33,-0.65,-0.73,-0.32,-0.4,0.62
LOC727354,vacuolar protein sorting-associated protein VTA1 homolog,0 vs 8,-0.3,-0.33,-0.2,-0.28,-0.02,0.1,0.02,0.13,0.05,0.16
LOC413372,putative glutamate synthase [NADPH],0 vs 8,-0.06,-0.19,-0.15,-0.32,-0.13,-0.1,-0.26,0.04,-0.13,0.02
LOC551872,porphobilinogen deaminase,0 vs 8,0.15,0.1,0.18,0.27,-0.04,0.03,0.13,0.07,0.17,-0.17
LOC412378,3'-5' ssDNA/RNA exonuclease TatD,0 vs 8,0.16,-0.01,0.06,0.18,-0.17,-0.1,0.02,0.07,0.19,0.08
LOC409462,cyclin-dependent kinase 10,0 vs 8,-0.08,-0.1,-0.17,-0.23,-0.02,-0.09,-0.15,-0.07,-0.13,0.15
LOC551561,"poly(A) RNA polymerase, mitochondrial",0 vs 8,-0.37,-0.49,-0.41,-0.45,-0.12,-0.04,-0.08,0.08,0.04,0.19
LOC409736,methylmalonate-semialdehyde dehydrogenase [acylating]-like protein,0 vs 8,0.07,0.19,0.35,0.47,0.11,0.28,0.4,0.17,0.28,-0.23
LOC411505,putative tRNA pseudouridine synthase Pus10,0 vs 8,-0.21,-0.17,-0.08,-0.27,0.04,0.13,-0.06,0.09,-0.1,0.01
LOC551672,protein FAM114A2,0 vs 8,-0.25,-0.23,-0.16,-0.39,0.01,0.08,-0.14,0.07,-0.16,0.02
LOC725883,guanine nucleotide-binding protein subunit gamma-1,0 vs 8,0.05,0.15,0.17,0.37,0.1,0.11,0.31,0.01,0.22,-0.06
LOC102655284,serine--tRNA ligase,0 vs 8,-0.17,-0.18,-0.19,-0.26,-0,-0.02,-0.09,-0.01,-0.08,0.12
LOC551016,midasin,0 vs 8,-0.1,0.01,-0.19,-0.2,0.11,-0.09,-0.1,-0.2,-0.21,-0.06
LOC409908,tyrosine-protein kinase CSK,0 vs 8,-0,0.17,0.18,0.37,0.17,0.19,0.37,0.01,0.19,-0.15
LOC726629,uncharacterized LOC726629,0 vs 8,0.17,0.44,0.44,0.61,0.26,0.26,0.44,-0,0.17,-0.17
LOC411019,neuropilin and tolloid-like protein 2,2 vs 6,0.27,-0.07,-0.3,-0.09,-0.33,-0.57,-0.35,-0.23,-0.02,0.31
LOC113219378,large subunit ribosomal RNA,2 vs 6,0.9,-0.27,-0.97,-0.34,-1.17,-1.87,-1.24,-0.7,-0.07,1.15
LOC107964404,protein phosphatase 1B,2 vs 6,0.09,0,-0.11,-0.06,-0.09,-0.2,-0.15,-0.11,-0.06,0.11
LOC551770,cytosolic purine 5'-nucleotidase,2 vs 6,0.07,-0.04,-0.12,0.01,-0.11,-0.19,-0.06,-0.08,0.05,-0
LOC100577552,trithorax group protein osa,2 vs 6,0.06,-0.1,-0.18,-0.06,-0.16,-0.25,-0.12,-0.09,0.04,0.09
LOC551512,uncharacterized LOC551512,2 vs 8,0.27,0.02,0.05,-0.15,-0.25,-0.22,-0.43,0.03,-0.17,0.04
LOC724652,uncharacterized LOC724652,2 vs 8,0.62,0.23,-0.11,-0.4,-0.4,-0.73,-1.02,-0.33,-0.62,0.34
LOC410319,HEAT repeat-containing protein 1,2 vs 8,0.23,0.13,0,-0.11,-0.1,-0.23,-0.34,-0.12,-0.24,0.09
LOC100576088,"28S ribosomal protein S23, mitochondrial",2 vs 8,-0.2,-0.02,0.05,0.18,0.17,0.25,0.37,0.07,0.2,0
LOC551981,DTW domain-containing protein 1,2 vs 8,-0.15,0.08,0.12,0.2,0.24,0.27,0.36,0.03,0.12,-0.03
LOC102653782,uncharacterized LOC102653782,2 vs 8,-0.91,-0.07,-0.04,0.33,0.84,0.86,1.24,0.02,0.4,-0.22
LOC551143,inositol-3-phosphate synthase 1-B,2 vs 8,0.31,0.18,-0.03,-0.15,-0.13,-0.34,-0.46,-0.22,-0.33,0.13
LOC725675,"tetratricopeptide repeat protein 19 homolog, mitochondrial-like",2 vs 8,-0.25,-0,0.1,0.35,0.25,0.35,0.6,0.1,0.36,0.02
LOC100577145,"sulfide:quinone oxidoreductase, mitochondrial",2 vs 8,-0.18,0.01,0.08,0.21,0.19,0.26,0.39,0.06,0.2,-0.22
LOC102654652,uncharacterized LOC102654652,2 vs 8,-0.74,-0.2,0.22,0.66,0.54,0.96,1.4,0.42,0.86,-0.23
LOC406139,ankyrin-3,2 vs 8,0.91,0.24,0.15,-0.26,-0.67,-0.76,-1.16,-0.09,-0.49,0.09
LOC551664,palmitoyl-protein thioesterase 1,2 vs 8,-0.36,0.05,-0.01,0.2,0.41,0.35,0.56,-0.06,0.15,0.06
LOC100579038,"succinate dehydrogenase assembly factor 3, mitochondrial",2 vs 8,-0.21,-0,0.09,0.22,0.21,0.3,0.43,0.09,0.22,0.09
LOC411927,monoacylglycerol lipase ABHD12,2 vs 8,-0.25,-0.19,-0.06,0.09,0.06,0.19,0.34,0.13,0.28,-0.07
LOC413278,homer protein homolog 2,2 vs 8,0.47,0.07,-0.11,-0.31,-0.4,-0.58,-0.78,-0.18,-0.37,0.23
LOC726253,UDP-N-acetylglucosamine transferase subunit ALG13 homolog,2 vs 8,-0.43,-0.05,-0.03,0.19,0.38,0.4,0.62,0.02,0.25,-0.24
LOC107964984,uncharacterized LOC107964984,2 vs 8,1.16,0.45,0.37,-0.29,-0.71,-0.79,-1.45,-0.08,-0.74,-0.3
LOC725515,zinc finger protein 543,2 vs 8,0.65,0.17,0.21,-0.11,-0.48,-0.45,-0.76,0.04,-0.28,0.15
LOC727490,E3 ubiquitin-protein ligase FANCL,2 vs 8,-0.32,-0.13,-0.03,0.18,0.19,0.29,0.5,0.1,0.31,-0.01
LOC410331,transcription elongation factor SPT6-like,2 vs 8,0.27,-0.11,-0.12,-0.44,-0.38,-0.39,-0.71,-0.01,-0.33,0.12
LOC102655399,proteasome assembly chaperone 4,2 vs 8,-0.22,-0.01,-0.02,0.22,0.21,0.2,0.44,-0.01,0.23,0.05
LOC726119,inactive,2 vs 8,0.38,0.18,0.06,-0.25,-0.2,-0.32,-0.63,-0.13,-0.43,0.34
LOC411404,nucleolar complex protein 4 homolog B,2 vs 8,0.11,0.03,-0.07,-0.12,-0.08,-0.18,-0.23,-0.1,-0.15,0.12
LOC113219319,uncharacterized LOC113219319,2 vs 8,-0.25,-0.01,-0.23,0.21,0.24,0.02,0.46,-0.22,0.22,0.16
LOC409910,ras-like GTP-binding protein Rho1,2 vs 8,0.16,-0.02,-0.05,-0.25,-0.18,-0.21,-0.41,-0.03,-0.22,0.07
LOC725930,retinol dehydrogenase 12,2 vs 8,-0.39,-0.15,-0.01,0.13,0.24,0.38,0.52,0.14,0.28,-0.18
LOC411457,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P,2 vs 8,0.14,-0.04,-0.05,-0.25,-0.19,-0.19,-0.39,-0,-0.2,0.06
Mir3759,microRNA mir-3759,2 vs 8,0.78,-0.29,-0.42,-0.65,-1.07,-1.2,-1.43,-0.13,-0.36,0.83
LOC725455,fructose-bisphosphate aldolase,2 vs 8,-0.3,-0.08,0.45,0.55,0.22,0.75,0.85,0.53,0.63,-0.44
LOC408554,neural-cadherin,2 vs 8,0.24,0.13,-0.11,-0.27,-0.11,-0.36,-0.52,-0.25,-0.41,0.11
LOC727185,serine/threonine-protein kinase SMG1,2 vs 8,0.31,0.03,-0.02,-0.14,-0.27,-0.33,-0.44,-0.06,-0.17,0.05
LOC552663,pyridoxal kinase,2 vs 8,-0.24,-0.1,0.01,0.16,0.14,0.25,0.4,0.11,0.26,-0.16
LOC409497,zinc finger CCCH domain-containing protein 18,2 vs 8,0.31,0.02,0.06,-0.41,-0.29,-0.24,-0.72,0.04,-0.43,0.11
LOC724365,ragulator complex protein LAMTOR4 homolog,2 vs 8,-0.15,0.05,0.01,0.21,0.19,0.16,0.35,-0.04,0.16,0.22
tra2,transformer-2 sex-determining protein,2 vs 8,0.14,-0,-0.21,-0.28,-0.14,-0.35,-0.41,-0.21,-0.27,0.29
LOC411693,Kv channel-interacting protein 1,2 vs 8,0.46,-0.01,-0.31,-0.67,-0.46,-0.76,-1.13,-0.3,-0.66,0.01
LOC727423,uncharacterized LOC727423,2 vs 8,0.2,-0.08,-0.26,-0.41,-0.27,-0.46,-0.61,-0.19,-0.34,0.09
LOC100577378,galactokinase,2 vs 8,-0.2,-0.04,0.04,0.14,0.16,0.24,0.34,0.08,0.18,0.11
LOC551720,activator of 90 kDa heat shock protein ATPase homolog 1,2 vs 8,0.22,0.15,-0.1,-0.19,-0.07,-0.32,-0.4,-0.25,-0.33,0.3
LOC410413,uncharacterized LOC410413,2 vs 8,0.14,0.02,-0.1,-0.18,-0.12,-0.24,-0.32,-0.12,-0.2,0.25
LOC102654948,uncharacterized LOC102654948,2 vs 8,-0.35,0.29,0.28,0.58,0.63,0.63,0.93,-0,0.3,-0.26
LOC725796,lysophospholipase-like protein 1,2 vs 8,-0.21,-0.12,-0.07,0.15,0.09,0.14,0.36,0.05,0.27,0.09
LOC724908,Krueppel-like factor 11,2 vs 8,0.28,-0.19,-0.34,-0.58,-0.48,-0.62,-0.86,-0.15,-0.39,0.31
LOC100578246,myosin-7B,2 vs 8,0.31,0.02,-0.04,-0.09,-0.29,-0.35,-0.4,-0.06,-0.11,0.26
LOC726107,probable glutamate carboxypeptidase LAMP1,2 vs 8,-0.27,0.02,-0.13,0.1,0.29,0.15,0.38,-0.14,0.09,0.1
LOC726522,ketohexokinase,2 vs 8,-0.31,-0.2,-0.05,0.05,0.12,0.27,0.37,0.15,0.25,0.1
LOC100576677,DNA repair protein RAD51 homolog 4,2 vs 8,-0.37,-0.01,0.12,0.24,0.36,0.49,0.61,0.13,0.25,-0.3
LOC726032,protein unc-80 homolog,2 vs 8,0.25,-0.12,-0.17,-0.35,-0.37,-0.41,-0.6,-0.05,-0.24,0.15
LOC551116,histidine protein methyltransferase 1 homolog,2 vs 8,-0.34,-0.13,-0.03,0.14,0.21,0.3,0.47,0.09,0.26,0.04
LOC726348,peroxisome assembly factor 2,2 vs 8,-0.16,0.05,0.06,0.19,0.21,0.21,0.35,0,0.14,-0.17
LOC408837,"cytochrome c oxidase subunit 5A, mitochondrial",2 vs 8,-0.11,-0.07,-0.01,0.15,0.04,0.11,0.26,0.06,0.22,-0.02
LOC107965322,gamma-interferon-inducible lysosomal thiol reductase,2 vs 8,-0.12,0.02,0,0.19,0.13,0.12,0.31,-0.01,0.18,-0.02
LOC107965817,DNA replication complex GINS protein PSF3,2 vs 8,-0.28,0.1,-0.01,0.12,0.38,0.27,0.4,-0.11,0.02,0.17
LOC552471,"39S ribosomal protein L52, mitochondrial",2 vs 8,-0.2,-0.08,0,0.25,0.12,0.2,0.45,0.08,0.33,-0.05
LOC727236,uncharacterized protein CG5098,2 vs 8,0.3,-0.07,-0.02,-0.25,-0.37,-0.33,-0.55,0.05,-0.18,0.16
LOC724536,uncharacterized LOC724536,2 vs 8,0.34,0.03,0.09,-0.23,-0.31,-0.25,-0.57,0.06,-0.26,-0.05
LOC100576913,uncharacterized LOC100576913,2 vs 8,-0.42,-0.06,-0,0.59,0.35,0.41,1,0.06,0.65,-0.09
LOC102656138,uncharacterized LOC102656138,2 vs 8,0.43,-0.1,-0.2,-0.46,-0.54,-0.63,-0.89,-0.09,-0.36,0.39
LOC727130,progestin and adipoQ receptor family member 4,2 vs 8,0.4,-0.19,-0.07,-0.21,-0.59,-0.47,-0.61,0.12,-0.02,0.14
LOC100578119,protein MIS12 homolog,2 vs 8,-0.12,-0.05,-0.01,0.27,0.07,0.11,0.39,0.04,0.32,0.1
LOC726429,uncharacterized LOC726429,2 vs 8,-0.35,-0.04,0.06,0.38,0.3,0.4,0.73,0.1,0.42,-0.13
LOC102656579,UPF0488 protein CG14286,2 vs 8,-0.37,-0.06,-0.15,0.11,0.32,0.22,0.48,-0.09,0.17,0.09
LOC411764,bestrophin-4,2 vs 8,0.4,0.34,0.22,-0.04,-0.06,-0.17,-0.43,-0.12,-0.38,-0
LOC551946,uncharacterized LOC551946,2 vs 8,-0.51,0.11,0.03,0.04,0.62,0.54,0.55,-0.08,-0.07,-0.1
LOC724796,homeobox protein SIX6,2 vs 8,0.7,-0.12,-0.1,-0.42,-0.81,-0.8,-1.11,0.02,-0.3,-0.2
LOC410613,major facilitator superfamily domain-containing protein 6,2 vs 8,0.48,-0.1,-0.18,-0.56,-0.58,-0.66,-1.04,-0.08,-0.46,-0.06
LOC100576286,26S proteasome non-ATPase regulatory subunit 6-like,2 vs 8,-0.13,0.01,0.06,0.21,0.14,0.19,0.34,0.05,0.2,0.02
LOC726139,tubulin-folding cofactor B,2 vs 8,-0.15,0.03,0.08,0.24,0.18,0.23,0.4,0.06,0.22,0.01
LOC551735,fibrosin-1-like protein,2 vs 8,0.25,-0.17,-0.15,-0.36,-0.42,-0.4,-0.61,0.01,-0.19,0.12
LOC552098,syntaxin-8,2 vs 8,-0.18,0.03,-0.07,0.14,0.21,0.11,0.32,-0.1,0.11,0.12
